"","heart_disease_mortality_per_100k","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","Area_Rucc","Econ_Economic_typology","Area_Urban_Influence"
"2635",324,0.446,0.077,0.341,0.124,0.244,0.127,14,10,0.322,0.17,0.132,0.102,0.081,0.3,12,10.94,22.52,2499,1179,"D1","Nonsp","M5"
"2636",379,0.494,0.059,0.221,0.073,0.25,0.131,13,9,0.33,0.249,0.117,0.079,NA,0.321,14,6.82,23.42,3749,2579,"A1","Manu","M1"
"2637",282,0.479,0.054,0.188,0.041,0.188,0.189,10,13,0.277,0.257,0.115,0.096,0.118,0.291,14,NA,6.38,1220,629,"A3","Nonsp","M2"
"2638",332,0.482,0.051,0.287,0.111,0.288,0.143,17,10,0.299,NA,0.088,0.108,NA,0.261,8,5.99,21.9,3499,2749,"C1","Mining","M4"
"2639",244,0.492,0.046,0.118,0.048,0.207,0.198,13,10,0.281,0.095,0.096,0.087,0.147,0.279,12,NA,14.48,1370,2150,"D2","Nonsp","N3"
"2640",249,0.526,0.041,0.109,0.037,0.24,0.167,12,9,0.297,0.224,0.102,0.061,0.198,0.245,11,NA,21.38,4280,6449,"A2","Nonsp","M2"
"2641",250,0.401,0.071,0.327,0.137,0.188,0.247,10,13,0.312,NA,0.145,0.089,NA,0.254,13,NA,21.07,2699,1810,"D2","Recr","N4"
"2642",335,0.388,0.073,0.297,0.095,0.237,0.181,12,10,0.383,0.235,0.146,0.115,0.142,0.335,10,NA,40.31,6050,4860,"C2","Nonsp","N1"
"2643",243,0.421,0.085,0.214,0.095,0.191,0.24,11,11,0.271,0.211,0.101,0.06,NA,0.18,9,NA,12.73,2599,2300,"C2","Nonsp","M4"
"2644",226,0.482,0.038,0.132,0.064,0.337,0.094,18,5,0.25,0.064,0.075,0.073,0.081,0.152,12,1.2,6.81,1559,2030,"A2","Fed","M2"
"2645",261,0.575,0.039,0.242,0.113,0.172,0.194,9,13,0.286,0.287,0.078,0.105,0.169,0.267,11,NA,23.12,1330,1020,"D2","Fed","N3"
"2646",223,0.396,0.065,0.136,0.049,0.219,0.107,10,7,0.363,0.253,0.121,0.084,0.164,0.286,12,4.48,11.41,5970,6089,"A1","Fed","M1"
"2647",265,0.483,0.067,0.129,0.05,0.197,0.139,10,8,0.273,0.216,0.092,0.073,0.133,0.259,12,NA,9.24,2950,1819,"C1","Nonsp","M4"
"2648",332,0.408,0.076,0.239,0.087,0.238,0.18,14,13,0.282,0.265,0.106,0.074,0.131,0.277,11,5.08,26.96,2940,1350,"D2","Nonsp","M5"
"2649",270,0.463,0.06,0.349,0.145,0.275,0.173,11,9,0.298,NA,0.129,0.101,NA,0.286,9,NA,26.21,6230,1590,"C2","Farm","N1"
"2650",185,0.528,0.049,0.263,0.13,0.188,0.181,9,9,0.234,0.129,0.067,0.061,0.156,0.192,11,NA,19.03,1559,910,"D2","Recr","N3"
"2651",222,0.506,0.057,0.231,0.1,0.209,0.153,13,8,0.267,0.175,0.111,0.096,0.225,0.212,13,9.4,16.68,970,789,"A2","Fed","M2"
"2652",191,0.516,0.04,0.145,0.082,0.234,0.13,15,7,0.247,0.142,0.075,0.076,0.155,0.173,12,2.84,5.6,1330,940,"A1","Nonsp","M1"
"2653",331,0.357,0.083,0.248,0.102,0.201,0.163,7,9,0.307,0.165,0.135,0.094,NA,0.317,13,NA,16.56,12960,1170,"A3","Nonsp","M2"
"2654",288,0.518,0.056,0.171,0.07,0.202,0.192,8,10,0.341,0.303,0.121,0.062,0.19,0.23,12,NA,21.8,4220,3040,"C2","Mining","N2"
"2655",236,0.509,0.058,0.123,0.04,0.237,0.15,11,9,0.333,0.166,0.093,0.072,0.177,0.239,12,NA,7.6,3650,2599,"A2","Nonsp","M2"
"2656",304,0.485,0.057,0.168,0.07,0.218,0.156,10,10,0.307,0.189,0.103,0.082,0.199,0.3,13,NA,19.2,2789,2679,"C1","Nonsp","M4"
"2657",257,0.402,0.08,0.23,0.059,0.188,0.231,10,14,0.309,0.261,0.1,0.065,0.189,0.22,8,3.2,14.39,1479,1109,"D1","Nonsp","M5"
"2658",327,0.487,0.065,0.186,0.056,0.185,0.189,10,13,0.279,0.303,0.108,0.092,0.138,0.269,13,NA,15.55,3980,1640,"A3","Manu","M2"
"2659",232,0.502,0.053,0.183,0.082,0.269,0.122,9,6,0.262,0.131,0.102,0.081,0.118,0.234,13,NA,10.22,2410,1069,"A3","Nonsp","M2"
"2660",311,0.519,0.048,0.208,0.079,0.221,0.235,12,11,0.347,0.169,0.107,0.062,NA,0.289,11,NA,NA,5590,1870,"B2","Farm","N4"
"2661",301,0.451,0.062,0.237,0.077,0.219,0.15,11,12,0.333,0.247,0.123,0.099,0.09,0.305,13,6.53,17.12,2789,2299,"A1","Nonsp","M1"
"2662",220,0.471,0.046,0.162,0.056,0.19,0.187,8,11,0.293,0.187,0.087,0.065,0.179,0.212,10,NA,17.16,2340,899,"C2","Recr","N1"
"2663",331,0.397,0.072,0.192,0.06,0.214,0.168,13,12,0.343,0.257,0.151,0.113,0.098,0.344,13,2.47,16.78,1560,809,"A2","Nonsp","M2"
"2664",213,0.486,0.051,0.134,0.051,0.156,0.122,8,6,0.24,0.116,0.076,0.057,0.141,0.246,12,2,5.5,2029,1220,"A3","Nonsp","M2"
"2665",307,0.516,0.063,0.222,0.062,0.193,0.112,13,9,0.28,0.185,0.103,0.121,0.172,0.25,12,26.93,10.83,849,1009,"A1","Fed","M1"
"2666",278,0.432,0.052,0.279,0.155,0.243,0.204,11,11,0.295,NA,0.099,0.074,NA,0.27,10,NA,24.48,5329,3539,"D2","Nonsp","N3"
"2667",320,0.372,0.096,0.289,0.118,0.258,0.136,11,9,0.306,0.239,0.107,0.068,NA,0.268,13,8.92,32.89,NA,6120,"A3","Nonsp","M2"
"2668",329,0.433,0.045,0.318,0.163,0.244,0.182,14,10,0.329,NA,0.124,0.071,NA,0.269,9,NA,41.32,16479,16539,"A3","Mining","M2"
"2669",273,0.5,0.041,0.199,0.099,0.221,0.114,11,7,0.288,0.205,0.086,0.075,0.15,0.254,10,1.13,9.89,2599,1969,"A1","Fed","M1"
"2670",226,0.551,0.021,0.219,0.122,0.269,0.177,13,13,0.316,0.208,0.113,0.057,NA,0.267,12,NA,NA,4510,4530,"B2","Farm","N4"
"2671",274,0.418,0.054,0.289,0.154,0.241,0.181,14,12,0.325,0.218,0.113,0.079,NA,0.272,9,NA,23.77,4830,2679,"C2","Farm","N7"
"2672",308,0.471,0.039,0.34,0.187,0.251,0.163,13,10,0.313,0.282,0.111,0.078,NA,0.291,10,NA,26.52,3549,3220,"C2","Nonsp","M3"
"2673",420,0.357,0.056,0.319,0.097,0.278,0.143,15,11,0.36,0.268,0.158,0.108,0.071,0.339,13,4.7,41,1840,1979,"D2","Nonsp","N3"
"2674",369,0.429,0.074,0.289,0.089,0.243,0.125,14,10,0.337,0.265,0.115,0.103,0.155,0.318,12,7.6,19.66,1420,1810,"A2","Nonsp","M2"
"2675",220,0.478,0.071,0.222,0.054,0.168,0.14,9,7,0.272,0.153,0.063,0.056,0.172,0.173,11,NA,9.13,2740,1980,"C1","Fed","M3"
"2676",313,0.436,0.044,0.304,0.153,0.231,0.191,10,13,0.298,NA,0.099,0.099,NA,0.256,10,NA,25.61,6789,4499,"A3","Farm","M2"
"2677",242,0.405,0.085,0.255,0.107,0.198,0.219,10,11,0.352,0.182,0.123,0.111,0.161,0.274,13,6.43,30,2160,1760,"C1","Recr","M4"
"2678",300,0.451,0.063,0.18,0.066,0.248,0.143,12,9,0.359,0.193,0.112,0.08,NA,0.298,14,NA,35.87,1750,NA,"A3","Manu","M2"
"2679",308,0.559,0.03,0.156,0.064,0.22,0.203,12,10,0.296,NA,0.084,0.041,NA,0.282,12,NA,24.8,6290,3170,"D2","Farm","N3"
"2680",264,0.52,0.062,0.147,0.04,0.232,0.151,11,9,0.305,0.187,0.103,0.087,0.191,0.264,12,4.29,10.03,1509,889,"A3","Fed","M2"
"2681",223,0.458,0.044,0.205,0.072,0.229,0.197,12,10,0.331,0.183,0.118,0.07,0.178,0.25,13,NA,20.57,4330,1549,"C2","Nonsp","N7"
"2682",237,0.539,0.037,0.184,0.1,0.214,0.19,10,10,0.262,0.147,0.083,0.085,0.218,0.245,11,NA,27.61,3099,9129,"B1","Mining","N2"
"2683",308,0.393,0.081,0.291,0.116,0.19,0.247,8,12,0.318,NA,0.136,0.08,NA,0.318,11,NA,22.18,4780,4799,"B2","Recr","N4"
"2684",212,0.559,0.023,0.175,0.09,0.221,0.238,9,8,0.271,0.209,0.105,NA,0.189,0.254,13,NA,NA,959,NA,"B2","Farm","M5"
"2685",275,0.385,0.09,0.257,0.086,0.209,0.175,11,11,0.332,0.234,0.136,0.063,0.21,0.247,11,1.8,17.18,2320,2260,"C1","Nonsp","M4"
"2686",196,0.508,0.037,0.258,0.186,0.175,0.249,11,20,0.245,NA,0.088,NA,NA,0.297,11,NA,NA,NA,NA,"B1","Farm","N2"
"2687",283,0.395,0.058,0.226,0.077,0.219,0.2,9,12,0.293,0.262,0.11,0.095,0.14,0.305,15,NA,26.18,4760,2400,"A2","Recr","M2"
"2688",184,0.476,0.046,0.22,0.106,0.219,0.238,8,11,0.306,0.171,0.111,NA,0.168,0.311,12,NA,NA,2919,3020,"B2","Farm","M5"
"2689",305,0.409,0.06,0.295,0.093,0.22,0.152,12,10,0.383,0.174,0.156,0.104,0.114,0.304,12,6.9,24.4,4610,5160,"A2","Fed","M2"
"2690",254,0.475,0.039,0.293,0.129,0.332,0.137,16,7,0.314,0.135,0.095,0.076,0.101,0.231,11,NA,28.74,1680,1440,"D2","Farm","M5"
"2691",391,0.334,0.093,0.202,0.064,0.215,0.161,11,13,0.363,0.306,0.158,0.111,0.075,0.335,13,5,29.06,1660,1160,"D2","Mining","N5"
"2692",356,0.427,0.077,0.266,0.054,0.255,0.119,15,9,0.373,0.215,0.12,0.104,0.116,0.332,12,7.34,30.76,2080,2660,"A3","Nonsp","M2"
"2693",245,0.466,0.053,0.195,0.099,0.15,0.264,7,16,0.288,0.33,0.126,0.109,0.287,0.276,12,NA,22.65,2240,1799,"B1","Recr","N7"
"2694",216,0.515,0.041,0.122,0.098,0.236,0.213,13,11,0.302,0.189,0.092,0.052,0.234,0.229,13,NA,23.83,2700,1769,"D2","Farm","N3"
"2695",339,0.49,0.048,0.232,0.068,0.214,0.147,15,11,0.353,0.26,0.114,0.1,0.133,0.261,13,9.2,9.95,1639,1259,"A2","Nonsp","M2"
"2696",427,0.34,0.151,0.289,0.073,0.281,0.135,14,12,0.418,0.267,0.158,0.152,0.093,0.343,12,18.07,41.64,4849,2090,"C2","Nonsp","N1"
"2697",347,0.447,0.046,0.326,0.153,0.251,0.169,12,14,0.34,NA,0.131,0.082,NA,0.368,10,NA,NA,NA,2909,"B2","Farm","N4"
"2698",369,0.399,0.102,0.26,0.064,0.247,0.159,10,11,0.394,0.254,0.138,0.135,0.051,0.377,12,NA,14.45,6800,2260,"D2","Nonsp","N3"
"2699",237,0.561,0.039,0.127,0.044,0.25,0.117,15,7,0.273,0.18,0.076,0.068,0.19,0.235,10,1.74,9.42,1560,980,"A2","Nonsp","M2"
"2700",239,0.552,0.038,0.188,0.088,0.218,0.213,16,15,0.327,0.181,0.103,NA,0.184,0.308,11,NA,NA,2029,NA,"B2","Farm","N4"
"2701",321,0.688,0.034,0.23,0.097,0.224,0.161,7,0,0.295,NA,0.104,NA,NA,0.271,9,NA,NA,NA,NA,"B2","Mining","M5"
"2702",239,0.552,0.018,0.195,0.085,0.246,0.214,12,11,0.294,0.145,0.087,0.065,0.213,0.3,11,NA,20.35,1839,2289,"D2","Farm","N3"
"2703",218,0.532,0.053,0.12,0.038,0.251,0.155,10,9,0.315,0.131,0.099,0.067,0.144,0.231,10,NA,10.21,3960,1570,"A2","Nonsp","M2"
"2704",338,0.371,0.042,0.346,0.157,0.221,0.143,11,8,0.3,NA,0.101,0.077,NA,0.274,9,NA,24.33,3439,4550,"C2","Fed","N1"
"2705",311,0.454,0.065,0.216,0.061,0.2,0.095,15,8,0.357,0.256,0.097,0.104,0.19,0.249,12,14.11,6.91,1520,1160,"A1","Fed","M1"
"2706",276,0.444,0.06,0.312,0.176,0.25,0.152,11,7,0.289,NA,0.116,0.096,NA,0.243,10,NA,NA,3999,980,"D2","Mining","N5"
"2707",207,0.555,0.037,0.106,0.059,0.241,0.164,12,9,0.319,0.141,0.082,0.055,0.165,0.201,13,NA,8.36,1379,1199,"C2","Manu","M3"
"2708",270,0.535,0.045,0.207,0.077,0.22,0.162,12,10,0.249,0.183,0.085,0.078,0.179,0.211,10,NA,15.34,1170,1269,"D2","Nonsp","M5"
"2709",265,0.504,0.058,0.215,0.099,0.197,0.198,9,10,0.336,NA,0.126,0.108,NA,0.297,12,NA,23.92,NA,2330,"B1","Nonsp","N7"
"2710",273,0.482,0.06,0.228,0.087,0.224,0.128,13,8,0.278,0.258,0.093,0.09,0.142,0.295,14,3.07,15.46,1759,1509,"A3","Nonsp","M2"
"2711",340,0.469,0.032,0.35,0.135,0.269,0.108,16,10,0.337,0.227,0.095,0.103,0.143,0.303,10,6.9,19,2059,1240,"A2","Nonsp","M2"
"2712",272,0.471,0.042,0.239,0.07,0.212,0.11,14,7,0.291,0.255,0.077,0.096,0.128,0.277,14,2.8,13.19,1569,1360,"A3","Nonsp","M2"
"2713",195,0.534,0.031,0.196,0.105,0.269,0.098,12,4,0.261,0.1,0.087,0.079,0.127,0.196,10,1.6,6.86,1600,1159,"A1","Nonsp","M1"
"2714",259,0.397,0.106,0.364,0.147,0.333,0.078,21,8,0.312,0.391,0.078,0.052,0.141,0.269,NA,NA,NA,710,550,"B2","Manu","M5"
"2715",263,0.51,0.051,0.149,0.041,0.233,0.158,10,8,0.24,0.177,0.078,0.084,0.178,0.227,10,1.72,9.7,1349,1359,"A1","Recr","M1"
"2716",276,0.455,0.073,0.201,0.043,0.243,0.127,14,10,0.353,0.196,0.136,0.117,0.151,0.279,13,14.6,12.36,1540,1099,"A2","Fed","M2"
"2717",258,0.468,0.053,0.214,0.089,0.192,0.209,9,10,0.29,0.218,0.123,0.086,0.09,0.238,13,3.5,19.1,5120,2349,"A2","Nonsp","M2"
"2718",363,0.433,0.047,0.257,0.091,0.255,0.134,16,9,0.336,0.227,0.118,0.1,0.088,0.345,10,NA,18.51,2600,1869,"D2","Fed","M5"
"2719",217,0.522,0.041,0.105,0.041,0.26,0.158,10,9,0.331,0.13,0.096,0.076,0.135,0.241,10,NA,10.03,3859,1560,"A2","Nonsp","M2"
"2720",262,0.565,0.049,0.197,0.082,0.216,0.156,11,9,0.325,0.216,0.129,0.085,0.203,0.269,13,NA,18.06,3539,2259,"D2","Manu","M5"
"2721",256,0.461,0.061,0.24,0.107,0.239,0.117,15,8,0.202,0.17,0.057,0.101,0.137,0.204,12,NA,20.59,960,780,"D2","Fed","N5"
"2722",231,0.383,0.074,0.496,0.134,0.319,0.117,17,6,0.273,0.135,0.089,0.073,0.172,0.228,9,1.4,8.69,3789,2100,"A2","Nonsp","M2"
"2723",258,0.533,0.044,0.171,0.104,0.228,0.172,13,10,0.31,0.191,0.107,0.074,0.199,0.277,14,NA,21.13,2610,4160,"B1","Nonsp","N2"
"2724",289,0.462,0.067,0.185,0.061,0.226,0.195,11,13,0.36,0.322,0.134,0.081,0.262,0.346,14,NA,17.22,2059,3940,"C1","Manu","M3"
"2725",304,0.352,0.034,0.285,0.123,0.194,0.106,10,9,0.325,NA,0.093,0.108,NA,0.291,9,NA,NA,8520,6560,"C2","Mining","N1"
"2726",235,0.549,0.061,0.094,0.04,0.232,0.149,11,10,0.332,0.224,0.094,0.062,0.305,0.266,12,1.55,16.85,2320,1490,"A2","Manu","M2"
"2727",277,0.505,0.048,0.185,0.079,0.259,0.175,13,11,0.35,0.181,0.117,0.06,0.121,0.344,13,1.69,20.48,3790,2110,"C2","Manu","M4"
"2728",274,0.517,0.049,0.115,0.038,0.227,0.187,12,11,0.32,0.205,0.128,0.08,0.188,0.269,11,NA,12.13,1490,1549,"D1","Manu","M5"
"2729",344,0.337,0.093,0.272,0.069,0.255,0.123,12,11,0.383,0.247,0.142,0.142,0.112,0.358,12,12.62,26.25,8169,6970,"A2","Fed","M2"
"2730",225,0.479,0.069,0.136,0.054,0.189,0.222,11,12,0.302,0.238,0.095,0.064,0.258,0.252,12,NA,28.79,5110,15429,"B1","Manu","N2"
"2731",387,0.468,0.073,0.166,0.045,0.212,0.12,14,10,0.34,0.241,0.132,0.116,0.173,0.289,13,31.7,7.79,1749,1070,"A1","Fed","M1"
"2732",314,0.295,0.088,0.267,0.093,0.169,0.149,8,7,0.298,0.279,0.128,0.113,NA,0.318,13,8.9,16.86,8289,2719,"D2","Manu","N5"
"2733",449,0.427,0.048,0.251,0.078,0.222,0.206,12,17,0.354,0.271,0.124,0.097,NA,0.313,13,NA,49.68,3389,1699,"B2","Nonsp","N4"
"2734",231,0.47,0.037,0.164,0.096,0.194,0.25,9,9,0.306,0.113,0.112,0.066,0.172,0.255,10,NA,NA,2360,210,"B2","Farm","M5"
"2735",235,0.486,0.043,0.189,0.06,0.235,0.185,12,11,0.338,0.184,0.12,0.064,0.126,0.241,10,3.2,20.26,2129,1650,"C1","Nonsp","M4"
"2736",236,0.494,0.042,0.146,0.03,0.229,0.134,12,8,0.283,0.177,0.093,0.083,0.174,0.191,13,3.5,8.87,1510,1039,"A2","Nonsp","M2"
"2737",240,0.527,0.037,0.172,0.094,0.241,0.216,13,10,0.288,0.14,0.086,0.064,0.212,0.277,11,NA,15.51,1789,2259,"D2","Farm","N3"
"2738",210,0.574,0.049,0.162,0.095,0.207,0.109,9,5,0.146,0.123,0.053,0.082,0.155,0.104,13,0.29,7.46,1120,819,"A2","Nonsp","M2"
"2739",238,0.549,0.041,0.113,0.033,0.263,0.108,15,7,0.276,0.177,0.068,0.069,0.194,0.217,10,2.4,7.87,1539,1010,"A2","Nonsp","M2"
"2740",207,0.316,0.1,0.41,0.117,0.304,0.096,14,8,0.356,0.134,0.136,0.077,0.12,0.233,10,16.4,36.42,1430,1209,"D1","Fed","M5"
"2741",308,0.413,0.068,0.231,0.062,0.227,0.171,11,13,0.311,0.274,0.119,0.085,0.075,0.331,13,2.79,25.78,1609,1410,"D1","Nonsp","M5"
"2742",294,0.366,0.09,0.187,0.059,0.252,0.151,12,11,0.326,0.259,0.126,0.095,NA,0.343,13,NA,21.99,2629,2859,"D2","Manu","N3"
"2743",209,0.502,0.06,0.218,0.064,0.195,0.144,11,7,0.249,0.149,0.082,0.047,0.179,0.161,12,2.2,6.92,1489,1209,"A3","Recr","M2"
"2744",230,0.458,0.068,0.199,0.055,0.237,0.139,12,8,0.284,0.191,0.095,0.074,0.176,0.193,12,2.27,8.36,1439,1179,"A2","Nonsp","M2"
"2745",231,0.557,0.042,0.211,0.094,0.206,0.223,10,8,0.276,0.179,0.105,0.08,0.174,0.273,13,NA,21.37,4380,1750,"D2","Nonsp","N5"
"2746",346,0.451,0.076,0.149,0.033,0.179,0.178,9,13,0.288,0.235,0.115,0.081,0.161,0.309,13,1.8,12.84,1500,1570,"A3","Fed","M2"
"2747",349,0.468,0.071,0.165,0.057,0.228,0.162,12,10,0.27,0.227,0.111,0.064,0.12,0.281,13,1.11,13.77,2410,2149,"C1","Nonsp","M3"
"2748",255,0.494,0.042,0.13,0.044,0.247,0.135,11,8,0.317,0.183,0.097,0.066,0.161,0.265,13,1.1,11.64,2319,1670,"A1","Nonsp","M1"
"2749",209,0.462,0.058,0.179,0.059,0.237,0.144,12,8,0.298,0.187,0.101,0.056,0.157,0.175,11,2.3,9.76,1509,1070,"A2","Fed","M2"
"2750",213,0.572,0.044,0.158,0.076,0.205,0.24,11,14,0.336,0.237,0.116,0.088,0.174,0.273,10,NA,NA,6059,3009,"B1","Farm","N2"
"2751",169,0.45,0.133,0.307,0.188,0.296,0.148,13,6,0.206,0.18,0.06,0.074,0.183,0.19,9,2.49,15.2,3980,2969,"C1","Fed","M4"
"2752",257,0.371,0.047,0.335,0.143,0.233,0.14,14,9,0.31,NA,0.101,0.099,NA,0.262,9,NA,15.52,4599,2269,"D2","Nonsp","M5"
"2753",292,0.477,0.048,0.191,0.048,0.218,0.185,10,11,0.302,0.23,0.121,0.094,0.107,0.347,14,NA,25.13,3419,1400,"C2","Nonsp","M4"
"2754",348,0.455,0.048,0.229,0.067,0.199,0.184,11,12,0.359,0.209,0.111,0.104,0.227,0.284,13,NA,18.9,2959,1580,"C2","Fed","N7"
"2755",260,0.548,0.041,0.154,0.078,0.226,0.24,11,12,0.313,0.172,0.114,0.067,0.212,0.362,11,NA,24.85,3279,3320,"B1","Farm","N2"
"2756",219,0.488,0.036,0.162,0.088,0.201,0.206,13,11,0.319,0.234,0.101,0.068,0.24,0.27,10,NA,NA,3419,3219,"B2","Farm","N4"
"2757",238,0.437,0.187,0.457,0.185,0.284,0.136,16,11,0.268,0.404,0.078,0.038,0.248,0.256,NA,NA,NA,2839,1920,"B2","Nonsp","M5"
"2758",276,0.597,0.038,0.243,0.122,0.203,0.236,11,11,0.287,NA,0.133,NA,NA,0.272,9,NA,NA,2090,2069,"B2","Farm","N4"
"2759",314,0.478,0.058,0.205,0.1,0.248,0.17,13,11,0.322,0.184,0.11,0.074,0.138,0.269,13,NA,27,2319,1890,"D2","Manu","N3"
"2760",287,0.411,0.068,0.265,0.074,0.227,0.178,12,10,0.288,0.231,0.128,0.084,0.132,0.312,12,5.3,19.54,4139,2660,"A2","Fed","M2"
"2761",203,0.576,0.029,0.118,0.057,0.25,0.172,12,10,0.301,0.22,0.101,0.059,0.222,0.236,13,NA,12.26,3850,1920,"C2","Nonsp","N7"
"2762",271,0.445,0.069,0.113,0.03,0.224,0.163,10,10,0.299,0.237,0.12,0.095,0.156,0.259,12,0.77,8.2,2130,1430,"A3","Nonsp","M2"
"2763",363,0.439,0.049,0.262,0.115,0.238,0.155,12,12,0.363,0.315,0.121,0.082,0.155,0.348,10,2.33,25.84,3409,2810,"A2","Nonsp","M2"
"2764",253,0.497,0.057,0.166,0.088,0.225,0.155,12,9,0.336,0.139,0.103,0.075,0.178,0.276,14,NA,19.15,2440,2440,"A1","Recr","M1"
"2765",195,0.573,0.032,0.1,0.049,0.252,0.155,13,8,0.265,0.145,0.078,0.053,0.172,0.195,12,NA,10.98,1210,1060,"D1","Manu","M5"
"2766",254,0.458,0.054,0.139,0.062,0.208,0.191,10,12,0.323,0.258,0.101,0.08,0.161,0.287,14,NA,20.06,2769,1599,"C1","Manu","M3"
"2767",225,0.529,0.043,0.126,0.039,0.23,0.156,9,7,0.221,0.126,0.079,0.085,0.167,0.2,11,-0.4,3.82,930,979,"A1","Nonsp","M1"
"2768",224,0.474,0.059,0.255,0.095,0.198,0.219,11,13,0.243,0.215,0.097,0.129,0.158,0.247,12,NA,16.45,3400,1939,"D2","Fed","N5"
"2769",262,0.523,0.04,0.185,0.071,0.207,0.236,14,14,0.315,0.18,0.127,0.062,0.199,0.349,8,NA,20.68,2809,2080,"D2","Farm","N5"
"2770",263,0.468,0.067,0.139,0.045,0.199,0.179,8,10,0.285,0.283,0.09,0.07,0.252,0.284,12,NA,NA,4729,1659,"C2","Recr","N2"
"2771",329,0.555,0.047,0.336,0.124,0.207,0.129,14,5,0.3,NA,0.091,0.088,NA,0.244,8,NA,28.38,7360,7100,"C2","Mining","N1"
"2772",322,0.569,0.043,0.195,0.089,0.172,0.244,8,17,0.279,NA,0.121,0.107,NA,0.27,13,NA,NA,4700,2319,"B1","Recr","N2"
"2773",257,0.611,0.035,0.149,0.064,0.214,0.218,12,14,0.295,0.139,0.11,0.069,0.119,0.283,11,NA,22.26,2200,1250,"D2","Nonsp","N5"
"2774",206,0.607,0.043,0.322,0.17,0.248,0.093,11,6,0.188,0.144,0.044,0.152,0.168,0.172,12,NA,22.25,2489,2470,"C2","Mining","N7"
"2775",317,0.357,0.077,0.268,0.068,0.221,0.188,11,13,0.357,0.2,0.12,0.069,NA,0.346,12,NA,25.94,2520,1790,"D2","Nonsp","N3"
"2776",259,0.499,0.05,0.169,0.064,0.202,0.208,10,11,0.328,0.287,0.125,0.069,0.199,0.27,11,NA,14.2,1580,2640,"D2","Manu","M5"
"2777",304,0.493,0.049,0.306,0.199,0.258,0.163,14,12,0.297,NA,0.126,0.085,NA,0.295,10,NA,42.93,2870,1870,"B2","Mining","N4"
"2778",309,0.505,0.059,0.192,0.078,0.237,0.151,13,10,0.326,0.255,0.099,0.08,0.156,0.316,14,1.3,11.1,2979,2059,"A1","Nonsp","M1"
"2779",208,0.548,0.06,0.132,0.029,0.241,0.12,11,6,0.249,0.124,0.079,0.073,0.189,0.194,13,0.49,5.14,1089,740,"A1","Nonsp","M1"
"2780",399,0.318,0.099,0.217,0.058,0.236,0.153,14,15,0.384,0.343,0.159,0.151,NA,0.364,13,NA,32.41,5279,1759,"C2","Nonsp","N2"
"2781",356,0.418,0.07,0.27,0.06,0.249,0.131,15,10,0.377,0.203,0.13,0.119,0.124,0.33,11,8.5,25.06,2160,2799,"A3","Nonsp","M2"
"2782",332,0.395,0.089,0.279,0.13,0.236,0.153,11,9,0.321,NA,0.143,0.099,NA,0.314,13,NA,36.55,8770,8740,"A2","Manu","M2"
"2783",256,0.598,0.03,0.138,0.077,0.222,0.222,14,14,0.292,0.138,0.109,0.072,0.127,0.278,11,NA,29.16,2120,1270,"D2","Nonsp","N5"
"2784",336,0.475,0.058,0.218,0.056,0.229,0.183,11,13,0.347,0.223,0.135,0.091,NA,0.299,15,NA,31.83,3639,2609,"C2","Manu","N7"
"2785",326,0.552,0.042,0.276,0.15,0.246,0.188,11,12,0.321,0.327,0.137,0.086,0.207,0.34,10,NA,27.81,9639,2340,"B2","Nonsp","N3"
"2786",166,0.556,0.042,0.226,0.14,0.158,0.307,13,5,0.294,0.157,0.123,NA,NA,0.3,10,NA,NA,NA,NA,"B2","Farm","M5"
"2787",327,0.449,0.075,0.24,0.057,0.242,0.144,14,10,0.356,0.242,0.134,0.122,0.146,0.284,13,14.2,21.61,2069,1570,"A2","Nonsp","M2"
"2788",274,0.459,0.053,0.139,0.051,0.214,0.195,10,12,0.302,0.242,0.119,0.079,0.133,0.264,14,0.7,17.23,1939,1350,"A2","Nonsp","M2"
"2789",291,0.516,0.067,0.22,0.104,0.219,0.221,10,15,0.286,0.236,0.114,0.063,NA,0.296,8,NA,64.27,3220,NA,"B2","Mining","M5"
"2790",361,0.359,0.082,0.273,0.078,0.222,0.162,12,13,0.358,0.228,0.156,0.145,0.13,0.355,11,9.93,24.91,2660,1279,"D1","Nonsp","M5"
"2791",314,0.485,0.066,0.215,0.087,0.247,0.186,12,13,0.331,0.256,0.118,0.083,0.192,0.328,9,NA,24.03,8509,5659,"A1","Farm","M1"
"2792",362,0.42,0.083,0.264,0.1,0.239,0.158,12,11,0.33,NA,0.119,0.117,NA,0.301,12,NA,50.57,6300,6359,"B2","Nonsp","N4"
"2793",294,0.464,0.042,0.339,0.184,0.194,0.215,10,14,0.307,NA,0.116,0.085,NA,0.263,10,NA,NA,3519,3590,"B1","Farm","N2"
"2794",259,0.444,0.073,0.35,0.087,0.355,0.096,20,6,0.372,0.108,0.094,0.059,0.12,0.276,11,NA,17.09,1270,1580,"C2","Farm","M4"
